areaname,state_name,county_name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,total_pop
Richland County,Wisconsin,Richland County,17976,17942,17829,17911,18093,17984,17996,18178,17951,17848,17521
Perry County,Alabama,Perry County,11808,11632,11521,11241,11078,10787,10554,10726,10753,10623,12759
Hoonah-Angoon Census Area,Alaska,Hoonah-Angoon Census Area,2561,2528,2463,2353,2294,2270,2228,2203,2182,2127,
Perry County,Arkansas,Perry County,10236,10300,10338,10296,10281,10263,10237,10362,10297,10312,7969
Trinity County,California,Trinity County,13006,12916,13158,13336,13328,13631,13865,13933,14015,14165,13063
Rio Grande County,Colorado,Rio Grande County,12429,12172,12157,12192,12193,12043,11839,11621,11632,11581,10770
Polk County,Florida,Polk County,485378,491393,498428,508118,521029,538638,557477,573483,580282,583403,405382
Elbert County,Georgia,Elbert County,20497,20581,20656,20610,20735,20633,20679,20613,20575,20372,18949
Livingston County,Illinois,Livingston County,39651,39634,39111,38572,38462,38236,37997,37983,37834,37777,39301
Monroe County,Indiana,Monroe County,120760,120968,121318,122498,123698,124752,126644,127903,129239,130738,108978
Jones County,Iowa,Jones County,20208,20158,20150,20212,20365,20303,20324,20403,20430,20364,19444
Lincoln County,Kansas,Lincoln County,3574,3542,3482,3489,3355,3365,3272,3266,3221,3123,3653
Hickman County,Kentucky,Hickman County,5248,5234,5216,5163,5063,5019,4953,4901,4893,4851,5566
Tangipahoa Parish,Louisiana,Tangipahoa Parish,100826,101614,102303,103360,104745,106221,113119,115701,117417,118688,85709
Mason County,Michigan,Mason County,28363,28475,28625,28719,28822,28694,28785,28633,28632,28637,25537
Nobles County,Minnesota,Nobles County,20777,20747,20479,20386,20262,20248,20069,20090,20425,20558,20098
Oktibbeha County,Mississippi,Oktibbeha County,43041,42826,42387,42223,42143,42443,43203,43891,44070,44544,38375
Laclede County,Missouri,Laclede County,32589,32881,32849,33118,33469,34176,34869,35276,35478,35432,27158
Valley County,Montana,Valley County,7638,7506,7368,7216,7148,7028,6877,6874,6889,6771,8239
Kimball County,Nebraska,Kimball County,4058,4024,3984,3870,3804,3778,3708,3609,3548,3576,4108
Sullivan County,New York,Sullivan County,74236,74004,74063,74774,75351,75591,75828,76403,75969,75828,69277
Lee County,North Carolina,Lee County,49434,51202,51724,52894,54417,55441,56704,57836,59135,60477,41370
Williams County,North Dakota,Williams County,19652,19430,19416,19256,19144,19136,19272,19566,19797,20451,21129
Meigs County,Ohio,Meigs County,23026,23018,23103,23124,23087,23061,22960,22903,22730,22838,22987
Nowata County,Oklahoma,Nowata County,10594,10594,10552,10776,10595,10621,10650,10708,10725,10528,9992
Potter County,Pennsylvania,Potter County,18120,18070,18118,17928,17753,17520,17475,17131,16868,16714,16717
Perkins County,South Dakota,Perkins County,3340,3274,3242,3131,3031,2964,2954,2929,2900,2869,3932
Loudon County,Tennessee,Loudon County,39214,39965,40741,41406,42139,43228,44363,45346,46216,46725,31255
Crockett County,Texas,Crockett County,4026,3861,3858,3875,3870,3859,3746,3782,3792,3740,4078
Lee County,Virginia,Lee County,23537,23266,24145,24793,24969,24871,24896,24981,25090,25166,24496
Wirt County,West Virginia,Wirt County,5881,5851,5797,5741,5767,5775,5719,5721,5661,5605,5192
Rock County,Wisconsin,Rock County,152499,153151,153509,153952,155320,156315,158042,159449,160186,160155,139510
Pickens County,Alabama,Pickens County,20904,20823,20708,20316,20096,19834,19698,19503,19385,19218,20699
Phillips County,Arkansas,Phillips County,26268,25661,24772,24088,23618,23260,22458,21915,21458,20921,28830
Tulare County,California,Tulare County,368628,372592,378285,386399,394996,403653,409641,416189,422343,429668,311932
Routt County,Colorado,Routt County,19828,20214,20446,20833,21077,21282,21722,22340,22965,23469,14088
Putnam County,Florida,Putnam County,70419,70401,71004,71248,72019,72750,73411,73740,73455,72893,65070
Emanuel County,Georgia,Emanuel County,21862,21778,21710,21859,21757,22045,22455,22554,22973,23075,20546
Logan County,Illinois,Logan County,31149,30880,30713,30486,30452,30211,29938,29880,29907,29776,30798
Montgomery County,Indiana,Montgomery County,37603,37774,37745,37498,37595,37848,37735,37840,37857,37862,34436
Keokuk County,Iowa,Keokuk County,11417,11372,11341,11194,11073,10893,10727,10724,10655,10562,11624
Linn County,Kansas,Linn County,9599,9712,9664,9669,9680,9833,9772,9593,9439,9335,8254
Hopkins County,Kentucky,Hopkins County,46457,46076,46222,46402,46407,46190,46192,46257,46364,46167,46126
Tensas Parish,Louisiana,Tensas Parish,6575,6462,6336,6162,6030,5956,5978,5778,5671,5609,7103
Mecosta County,Michigan,Mecosta County,40655,40891,41417,41697,42070,42305,42160,41840,41800,41775,37308
Norman County,Minnesota,Norman County,7422,7280,7223,7061,6954,6843,6715,6587,6546,6455,7975
Panola County,Mississippi,Panola County,34412,34490,34762,34828,34911,34928,34994,35210,35362,35245,29996
Lafayette County,Missouri,Lafayette County,33019,32868,32859,32876,32775,32860,32795,32652,32824,32572,31107
Wheatland County,Montana,Wheatland County,2251,2171,2175,2102,2072,2030,1971,2000,2043,2044,2246
Knox County,Nebraska,Knox County,9334,9141,9037,8957,8883,8720,8637,8632,8465,8378,9564
Tioga County,New York,Tioga County,51723,51449,51576,51281,50874,50673,50463,50402,50235,50064,52337
Lenoir County,North Carolina,Lenoir County,59497,58999,58526,58027,57611,57385,57053,56657,56674,56387,57274
Mercer County,Ohio,Mercer County,40908,40786,40774,40712,40726,40755,40814,40809,40760,40666,39443
Okfuskee County,Oklahoma,Okfuskee County,11824,11719,11569,11538,11436,11263,11191,11186,11107,10924,11551
Schuylkill County,Pennsylvania,Schuylkill County,150086,149110,148458,147281,146389,146059,146959,147226,147154,146952,152585
Potter County,South Dakota,Potter County,2673,2562,2499,2470,2409,2316,2265,2192,2110,2053,3190
McMinn County,Tennessee,McMinn County,49171,49786,50052,50278,50498,51092,51753,52115,52574,52739,42383
Crosby County,Texas,Crosby County,7056,6960,6854,6719,6627,6519,6472,6249,6210,6109,7304
Loudoun County,Virginia,Loudoun County,173897,189717,203122,219577,237162,253332,265240,277459,290121,301171,86185
Wood County,West Virginia,Wood County,87874,87696,87597,87107,86777,86646,86357,86274,86619,86888,86915
Rusk County,Wisconsin,Rusk County,15349,15173,15129,14846,14818,14683,14493,14421,14398,14367,15079
Pike County,Alabama,Pike County,29734,29631,29279,29413,29727,29685,29975,30186,30371,30461,27595
Pike County,Arkansas,Pike County,11321,11224,11168,11012,10946,10842,10814,10828,10704,10627,10086
Tuolumne County,California,Tuolumne County,54651,55162,55681,56213,56185,56267,56068,55681,55616,55175,48456
Saguache County,Colorado,Saguache County,5978,6155,6442,6590,6798,6822,6842,6864,7018,7097,4619
St. Johns County,Florida,St. Johns County,124478,129832,135882,142313,151916,160508,168762,175818,182447,187436,83829
Evans County,Georgia,Evans County,10564,10807,11061,11239,11192,11244,11307,11395,11587,11695,8724
McDonough County,Illinois,McDonough County,32855,32800,32813,33001,32838,32930,32968,33080,32787,32770,35244
Morgan County,Indiana,Morgan County,66885,67177,67792,68448,68782,69236,69745,70056,70980,70876,55920
Kossuth County,Iowa,Kossuth County,17125,16780,16499,16294,16156,15956,15664,15456,15245,15154,18591
Logan County,Kansas,Logan County,3048,2959,2927,2845,2804,2757,2666,2632,2601,2549,3081
Jackson County,Kentucky,Jackson County,13511,13597,13523,13448,13396,13493,13456,13419,13385,13243,11955
Terrebonne Parish,Louisiana,Terrebonne Parish,104461,104729,104923,105172,105453,106192,108115,108627,109161,109291,96982
Menominee County,Michigan,Menominee County,25286,25153,24978,24915,24878,24578,24311,24138,24156,23969,24920
Olmsted County,Minnesota,Olmsted County,124919,126798,129222,131254,133304,135071,137441,139595,141857,143962,106470
Pearl River County,Mississippi,Pearl River County,48766,49353,50052,50475,51258,51764,56057,57113,57770,57860,38714
Lawrence County,Missouri,Lawrence County,35325,35548,36012,36095,36344,36821,37096,37552,37638,37648,30236
Wibaux County,Montana,Wibaux County,1071,1015,995,969,954,917,892,903,872,897,1191
Lancaster County,Nebraska,Lancaster County,251425,254357,257949,261884,264079,267564,270741,274333,277991,281531,213641
Tompkins County,New York,Tompkins County,96662,97575,98393,99203,99747,99698,99997,100413,101027,101779,94097
Lincoln County,North Carolina,Lincoln County,64107,65153,66046,66878,67543,68967,71049,72838,74742,76043,50319
Miami County,Ohio,Miami County,98976,99111,99229,99552,100048,100638,100943,100945,101128,101256,93184
Oklahoma County,Oklahoma,Oklahoma County,661841,665401,672324,676646,679913,685871,693007,699523,706116,716704,599611
Snyder County,Pennsylvania,Snyder County,37537,37744,37795,37891,37954,37774,38159,38380,38473,38519,36680
Roberts County,South Dakota,Roberts County,10002,10015,9841,9964,10006,9900,9933,9942,9951,9933,9914
McNairy County,Tennessee,McNairy County,24697,24587,24581,24726,24834,25038,25318,25398,25630,25796,22422
Culberson County,Texas,Culberson County,2944,2854,2812,2754,2665,2611,2545,2491,2435,2300,3407
Louisa County,Virginia,Louisa County,25766,26287,27009,27850,28582,29844,30978,31785,32621,33078,20325
Wyoming County,West Virginia,Wyoming County,25582,25059,24715,24546,24185,24098,23850,23588,23414,23304,28990
St. Croix County,Wisconsin,St. Croix County,63643,65646,68121,70814,73635,76590,79219,81104,82487,83351,50251
Juneau City and Borough,Alaska,Juneau City and Borough,30668,30480,30717,30892,30978,30872,30681,30544,30991,30796,26752
Randolph County,Alabama,Randolph County,22414,22470,22429,22268,22394,22472,22461,22389,22620,22577,19881
Poinsett County,Arkansas,Poinsett County,25617,25511,25237,25203,25071,25096,24949,24881,24716,24682,24664
Ventura County,California,Ventura County,756366,765278,776560,783840,787749,786058,788073,789671,794778,802983,669016
San Juan County,Colorado,San Juan County,559,567,568,572,580,565,574,574,571,555,745
St. Lucie County,Florida,St. Lucie County,193433,197728,204349,212555,225240,237569,249741,260461,265646,266502,150171
Fannin County,Georgia,Fannin County,19947,20325,20876,21146,21527,21737,22233,22555,22701,22945,15992
McHenry County,Illinois,McHenry County,261887,269976,278222,286909,294351,301741,309214,314696,318118,320961,183241
Newton County,Indiana,Newton County,14546,14325,14252,14287,14172,14208,13996,14009,13920,13736,13551
Lee County,Iowa,Lee County,37920,37386,36858,36472,36385,36109,35997,35823,35484,35447,38687
Lyon County,Kansas,Lyon County,35965,36009,35749,35735,35861,35715,35575,35720,35318,33601,34732
Jefferson County,Kentucky,Jefferson County,694067,695246,696233,698411,699639,701057,704755,711766,717414,721594,665123
Union Parish,Louisiana,Union Parish,22777,22804,22642,22756,22664,22734,22870,22708,22664,22584,20796
Midland County,Michigan,Midland County,82994,83516,83449,83578,83473,83179,82802,82596,82567,82548,75651
Otter Tail County,Minnesota,Otter Tail County,57151,57080,57165,57302,57246,56967,57135,56973,56895,56588,50714
Perry County,Mississippi,Perry County,12176,12169,12213,12200,12164,11999,11988,12197,12214,12035,10865
Lewis County,Missouri,Lewis County,10501,10378,10322,10218,10143,10052,10027,9997,9887,9791,10233
Yellowstone County,Montana,Yellowstone County,129527,130608,131771,133054,134559,136493,138239,140047,142602,144797,113419
Lincoln County,Nebraska,Lincoln County,34637,34578,34364,34522,34844,35150,35464,35448,35672,35670,32508
Ulster County,New York,Ulster County,177831,178272,179721,180223,180950,181305,181551,181530,181722,181440,165380
McDowell County,North Carolina,McDowell County,42248,42676,42679,42856,42927,43113,43328,43593,43912,43988,35681
Monroe County,Ohio,Monroe County,15167,15026,14845,14800,14788,14543,14345,14228,14208,14058,15497
Okmulgee County,Oklahoma,Okmulgee County,39636,39580,39515,39582,39548,39332,39156,39269,39100,39292,36490
Somerset County,Pennsylvania,Somerset County,79998,79412,79411,79380,78923,78418,78140,77735,77302,76953,78218
Sanborn County,South Dakota,Sanborn County,2674,2575,2569,2605,2585,2503,2460,2453,2444,2432,2833
Macon County,Tennessee,Macon County,20444,20811,20771,20897,21131,21236,21544,21695,22007,22057,15906
Dallam County,Texas,Dallam County,6227,6178,6094,6046,6071,6066,6002,6137,6265,6293,5461
Lunenburg County,Virginia,Lunenburg County,13094,13025,13081,13018,12896,12958,12986,12935,12860,12799,11419
Sauk County,Wisconsin,Sauk County,55339,55394,55767,56222,56848,57356,57761,58327,58830,58922,46975
Russell County,Alabama,Russell County,49692,49408,49188,48684,48980,49094,49695,50227,50285,50846,46860
Polk County,Arkansas,Polk County,20262,20150,20170,20079,19901,20004,20183,20137,20117,20259,17347
Yolo County,California,Yolo County,169884,175390,180290,182762,184993,185850,189082,193912,196619,199407,141212
San Miguel County,Colorado,San Miguel County,6616,6885,7156,7121,7115,7193,7186,7459,7527,7558,3653
Santa Rosa County,Florida,Santa Rosa County,118387,121531,128077,132549,138284,142364,144279,147753,150356,151759,81961
Fayette County,Georgia,Fayette County,92082,94216,95988,98032,99951,102556,104842,105933,106398,106788,62415
McLean County,Illinois,McLean County,150897,152622,155630,157257,158395,159374,161802,163983,165571,167699,129180
Noble County,Indiana,Noble County,46473,47007,46843,46896,47057,47399,47637,47695,47886,48028,37877
Linn County,Iowa,Linn County,192307,194323,195918,196706,198108,200114,202314,205283,207839,209226,168767
McPherson County,Kansas,McPherson County,29571,29481,29211,29171,29174,29228,28986,29027,28814,28866,27268
Jessamine County,Kentucky,Jessamine County,39206,39763,40649,41335,42068,43147,44590,45559,46868,47589,30508
Vermilion Parish,Louisiana,Vermilion Parish,53966,53952,54223,54161,54368,54909,55313,55629,56068,56141,50055
Missaukee County,Michigan,Missaukee County,14544,14592,14836,15009,15096,15057,14993,14960,14988,14838,12147
Pennington County,Minnesota,Pennington County,13543,13370,13597,13580,13607,13593,13751,13781,13784,13842,13306
Pike County,Mississippi,Pike County,38982,38695,38653,38497,38505,38633,39908,39776,39878,39834,36882
Lincoln County,Missouri,Lincoln County,39254,40749,42187,43859,45368,47408,49694,51491,52726,53311,28892
Yellowstone National Park,,,,,,,,,,,,,
Logan County,Nebraska,Logan County,773,779,761,731,731,739,746,741,720,732,878
Warren County,New York,Warren County,63364,63570,63979,64490,64741,65322,65641,65804,65926,66021,59209
Macon County,North Carolina,Macon County,29964,30364,30753,31049,31407,31708,32306,32685,33102,33233,23504
Montgomery County,Ohio,Montgomery County,558543,555128,552367,550494,548002,544833,541077,538123,534901,532562,573809
Osage County,Oklahoma,Osage County,44553,44938,44877,44842,44773,44952,44933,45269,45203,45051,41645
Sullivan County,Pennsylvania,Sullivan County,6566,6572,6512,6446,6393,6313,6246,6245,6151,6140,6104
Shannon County,South Dakota,Shannon County,12556,12668,12982,13132,13157,13352,13637,13606,13641,13727,9902
Madison County,Tennessee,Madison County,92013,92972,93483,93710,94208,94893,96182,96616,96724,97317,77982
Dallas County,Texas,Dallas County,2225371,2267590,2280415,2287070,2297435,2316657,2353448,2381873,2411921,2451730,1852691
Madison County,Virginia,Madison County,12557,12699,12929,12984,13056,13291,13512,13698,13650,13702,11949
Sawyer County,Wisconsin,Sawyer County,16242,16288,16462,16618,16705,16835,16849,16952,16972,16939,14181
St. Clair County,Alabama,St. Clair County,65079,66013,67090,68292,69966,72004,75223,78515,80287,81895,49811
Pope County,Arkansas,Pope County,54500,54934,55307,55438,56363,57238,58397,59194,59772,60214,45883
Yuba County,California,Yuba County,60334,61339,62399,63462,64378,67029,70012,71698,72865,72925,58234
Sedgwick County,Colorado,Sedgwick County,2743,2650,2673,2620,2512,2471,2416,2330,2348,2326,2690
Sarasota County,Florida,Sarasota County,327041,332874,338940,345161,354095,363146,365613,368841,369867,369765,277776
Floyd County,Georgia,Floyd County,90811,91165,92612,93461,93864,94159,94973,95117,95696,96250,81251
Macon County,Illinois,Macon County,114476,113307,111980,110656,109987,109582,109025,108722,108326,108204,117206
